95.8788,0.287826
387.093,-0.893894
95.0147,0.288395
95.3812,0.288339
95.7652,0.286141
95.6341,0.286941
95.2598,0.289404
94.9387,0.287625
94.1306,0.292448
95.0523,0.288212
93.9301,0.291792
95.4207,0.287724
98.3859,0.278761
95.0453,0.288373
95.1547,0.288428
94.0802,0.29264
95.2134,0.287607
94.1195,0.291309
95.5318,0.286724
95.7873,0.285649
100.17,0.276315
95.2717,0.289035
95.7102,0.288278
95.3542,0.287094
94.9387,0.287625
95.1429,0.289388
100.01,0.275429
95.3272,0.285924
95.0894,0.28838
95.0453,0.288373
95.8863,0.287659
94.2556,0.29273
98.6358,0.27836
94.7911,0.287123
95.3647,0.288463
94.5873,0.288316
94.7192,0.29065
95.2625,0.287721
95.8788,0.287826
93.9412,0.291271
95.1801,0.289225
95.1152,0.288521
99.6744,0.276611
95.0381,0.289604
95.314,0.289339
95.6849,0.287492
94.9636,0.288399
95.5605,0.288087
95.1801,0.289225
95.1426,0.289194
99.7083,0.273555
94.9883,0.288058
94.0443,0.290798
94.5623,0.291456
95.6341,0.286941
94.0053,0.291425
95.2463,0.288238
94.0193,0.290016
95.4132,0.287891
98.1112,0.279121
100.054,0.274158
95.5465,0.28534
94.1331,0.290606
95.6595,0.287734
98.5216,0.279025
95.1405,0.28893
97.6705,0.281739
94.3673,0.2921
95.5679,0.287923
95.076,0.289139
95.4791,0.286435
95.0453,0.288373
95.0524,0.288212
99.3711,0.276083
94.094,0.291233
95.3139,0.289338
94.997,0.289607
95.443,0.286909
98.449,0.27882
95.0615,0.289466
95.5425,0.287128
96.1964,0.289179
94.087,0.291396
95.956,0.286384
99.7904,0.276313
94.8428,0.287973
95.4928,0.286274
96.411,0.286648
97.9691,0.273741
95.5566,0.287494
95.4359,0.28707
93.8028,0.291027
98.2994,0.278467
94.2475,0.292005
95.3485,0.289098
95.8532,0.287022
94.8945,0.290005
93.8915,0.290835
94.2474,0.292005
95.751,0.287546
94.094,0.291233
95.7933,0.287849
99.6386,0.275713
94.9565,0.28856
95.0523,0.288212
95.6764,0.288263
95.5318,0.286724
98.2283,0.278467
95.8047,0.287591
95.3542,0.287094
95.5071,0.287063
95.2485,0.288675
95.2084,0.288211
95.4573,0.28659
94.8997,0.289428
95.8863,0.28766
95.1279,0.288798
94.6839,0.290197
96.591,0.285626
97.1696,0.284859
95.4824,0.286294
95.2338,0.289004
97.6702,0.275396
94.4489,0.292166
94.8748,0.288587
95.682,0.286592
98.6631,0.278998
95.2201,0.288654
94.3221,0.292324
94.0053,0.291425
95.6594,0.287734
94.3062,0.292223
95.5,0.286115
95.6341,0.286941
95.4132,0.287891
94.7419,0.291037
95.1147,0.289171
95.5425,0.287252
94.1697,0.291822
95.9002,0.286245
95.0915,0.287593
94.1061,0.292079
96.2294,0.285103
95.5071,0.287063
100.01,0.275429
94.662,0.290969
95.318,0.289245
99.964,0.275801
95.0524,0.288212
95.6467,0.288103
95.6598,0.286705
96.4914,0.283794
94.2927,0.291882
95.6595,0.287734
98.8539,0.276682
95.1021,0.288914
99.921,0.274733
99.3089,0.277145
95.7691,0.288503
98.0792,0.274991
95.4607,0.28784
94.4489,0.292165
94.8997,0.289361
95.0772,0.288985
95.6341,0.286941
98.116,0.280284
99.7676,0.274962
95.6467,0.288103
99.4093,0.27625
95.7691,0.288503
95.1815,0.289423
95.1803,0.288191
97.8122,0.2755
97.8654,0.279534
94.36,0.291266
98.0873,0.280353
98.355,0.279812
94.101,0.289989
94.1498,0.291708
95.1097,0.289434
95.5605,0.288087
97.8702,0.276706
99.6245,0.276567
96.3715,0.28871
95.314,0.289339
95.1001,0.290109
94.4229,0.291351
95.1411,0.288163
94.3063,0.292223
99.6673,0.276489
95.5479,0.286657
95.2549,0.290604
94.7541,0.290775
94.069,0.290452
95.8047,0.287591
94.055,0.29186
95.9258,0.287048
95.0813,0.289581
95.1801,0.289225
94.3307,0.292592
94.3645,0.291308
98.2547,0.279671
95.4501,0.28675
94.2867,0.29237
100.358,0.274242
98.0524,0.278985
99.3401,0.278358
94.1311,0.291401
96.9251,0.283809
95.7274,0.287333
95.6324,0.286856
98.3979,0.272938
95.8607,0.286856
95.0666,0.287891
94.1085,0.290168
94.0275,0.292364
94.094,0.291233
95.2549,0.290604
93.9802,0.290643
98.4874,0.279097
98.7559,0.277944
94.094,0.291233
99.1967,0.276446
98.5288,0.277864
95.4464,0.288531
95.0821,0.288544
387.545,-0.89554
98.2154,0.27727
98.3136,0.279913
